Age,Gender,Education,EducationNum,Workclass,Occupation,Industry,Location,YearsExperience,HoursPerWeek,MaritalStatus,Race,CapitalGain,CapitalLoss,NativeCountry,FinalWeight,Salary,SalaryCategory
58,0,1,13,1,4,0,0,29,58,2,2,2522,410,4,87031,94700,1
35,1,3,7,2,3,4,4,21,56,1,0,7125,2281,2,109679,71400,1
23,1,3,14,2,3,1,3,16,24,0,2,8492,3471,1,121604,70600,1
26,1,1,3,3,0,0,2,25,21,0,1,3890,883,3,75730,72200,1
42,1,2,14,3,0,4,3,37,21,1,3,3929,967,4,143397,109000,1
59,0,3,14,1,3,0,1,16,58,1,4,4302,3954,3,120724,72800,1
36,1,1,1,1,3,2,3,22,29,1,0,1591,3355,0,73513,57600,1
54,0,3,8,3,3,2,0,3,45,1,2,9580,3038,4,122157,43100,0
53,0,1,8,0,4,3,0,19,40,1,2,8297,1854,1,68971,73200,1
55,0,0,6,2,4,1,1,31,34,2,1,1418,4103,2,134175,76100,1
33,0,0,1,0,2,2,1,3,38,0,2,5383,4708,4,100668,22600,0
44,0,0,5,1,5,1,3,34,34,0,3,852,1006,0,111538,76300,1
29,1,3,15,0,3,3,4,8,57,1,4,8299,2905,2,56648,69300,1
20,1,2,1,1,1,1,3,39,24,1,2,2604,4105,3,58357,85600,1
30,1,1,4,1,4,3,2,18,57,0,4,9717,4447,4,110585,59700,1
31,0,0,1,0,0,3,1,31,21,0,2,3421,2180,3,122036,74900,1
54,0,3,1,3,1,0,3,5,29,0,3,6404,2734,1,90491,25300,0
46,0,1,15,3,3,0,0,0,22,1,2,1590,3808,0,131831,55600,1
47,0,2,5,3,3,2,4,36,48,0,2,7053,2983,4,134539,86700,1
55,1,0,8,2,1,0,2,0,32,2,4,6313,2420,4,142858,32900,0
26,0,0,13,3,2,4,2,2,49,2,3,9048,1935,2,142287,47100,0
30,1,0,12,3,4,4,2,34,44,2,4,5302,666,3,135946,92600,1
30,1,1,11,2,4,1,2,0,59,1,2,7667,2902,2,103782,39000,0
54,0,0,11,0,2,3,4,0,45,1,2,2536,577,4,102361,45000,0
38,1,4,2,0,0,1,3,22,32,2,2,3525,596,1,64737,63000,1
31,0,1,7,2,4,2,0,19,39,0,4,1764,1149,0,84217,58400,1
40,1,2,13,0,4,2,2,10,57,1,0,5466,4789,4,100738,58600,1
37,1,2,13,2,5,4,3,26,30,1,3,6842,4859,4,90089,83000,1
24,0,4,2,2,5,0,1,13,33,1,1,1629,1205,2,81536,49400,0
33,1,3,13,0,0,4,1,27,56,0,1,775,1624,3,89538,90300,1
39,1,1,8,3,3,2,3,11,35,1,3,2413,1028,4,137536,57300,1
56,0,3,12,1,2,1,4,22,43,1,3,9099,3107,0,139922,83000,1
47,1,0,4,2,2,0,2,12,57,1,3,5297,1316,1,93298,44100,0
23,1,4,8,0,4,1,4,0,43,0,0,4417,2803,4,73556,45800,0
35,1,3,2,2,0,2,4,36,48,1,4,4629,3198,1,58710,78500,1
30,0,0,8,2,1,4,1,31,44,1,0,8882,1519,3,99785,91200,1
54,0,2,2,3,4,2,1,0,46,1,0,1654,3295,2,149921,31700,0
53,0,0,4,2,5,4,4,17,20,0,3,3841,1026,1,129504,54900,1
41,0,4,1,0,0,1,2,6,50,0,3,9985,4376,3,109295,27800,0
43,1,0,10,1,5,3,0,13,35,0,0,2692,1490,2,111123,68400,1
30,1,2,9,2,4,0,2,30,24,1,0,1349,4570,2,112089,79200,1
50,1,1,11,1,4,3,4,15,33,0,3,3302,1595,1,57424,68100,1
42,0,3,13,3,3,0,0,0,20,2,4,4947,1993,3,83187,45100,0
57,1,4,11,3,4,1,1,39,36,0,0,9035,4148,3,100255,104300,1
50,0,3,5,0,0,0,4,31,20,1,1,9918,1639,1,126067,79100,1
40,0,2,12,1,4,0,3,24,59,2,1,5125,563,3,95128,77600,1
34,1,2,4,1,1,2,1,6,58,1,0,2705,1983,4,85765,43100,0
26,1,0,12,0,4,1,1,3,53,2,0,925,2423,3,127859,52000,1
58,0,4,4,3,1,1,2,14,42,1,3,3513,2852,1,99516,50100,1
32,0,3,11,3,4,3,0,39,28,2,0,4870,4768,4,118337,97400,1
26,0,4,14,2,0,3,3,34,53,1,1,1916,3761,1,145425,98200,1
56,0,3,2,1,3,4,2,2,57,0,1,4777,1174,1,104426,27600,0
50,0,0,2,3,4,4,0,32,26,2,0,574,18,4,112690,76400,1
48,0,3,11,0,1,1,4,4,56,0,0,4710,2862,4,112627,57100,1
44,0,0,11,2,1,0,3,13,56,0,4,7537,4715,3,142071,65700,1
31,1,0,14,0,2,2,2,11,20,2,3,4799,980,0,64345,72900,1
21,0,2,6,1,3,1,0,34,22,2,2,7810,505,3,133467,87900,1
35,0,2,14,1,5,1,1,5,29,0,4,3751,3098,3,78595,54300,1
34,0,0,13,2,2,1,3,33,35,1,4,6012,1133,0,64364,91700,1
38,1,4,13,1,1,0,0,25,20,0,3,1505,1611,2,109877,79400,1
38,1,2,9,3,4,4,0,20,56,0,0,8394,4368,1,67544,71400,1
48,1,2,15,1,0,1,1,18,46,0,0,2651,2544,3,60631,84200,1
51,0,1,9,2,4,2,0,15,20,1,2,2668,795,3,84587,67900,1
51,0,3,10,0,0,4,1,21,22,2,1,6071,2699,3,107135,78500,1
45,1,0,9,1,4,2,1,4,35,0,2,4108,788,1,123038,46900,0
36,1,2,7,1,0,3,0,28,37,2,1,27,2371,1,89167,82000,1
54,1,1,15,2,5,4,0,10,39,0,3,8445,3620,0,137441,65400,1
32,1,1,3,2,3,1,4,8,49,0,2,7991,2321,4,83212,42000,0
28,1,2,5,1,2,2,1,4,32,2,4,1289,660,4,107858,33500,0
37,1,4,8,3,1,2,0,38,33,1,4,4347,3030,2,92093,88900,1
43,1,0,12,0,3,3,3,24,34,0,4,8399,471,0,94293,82800,1
35,1,1,5,2,3,4,0,30,20,0,2,2523,3349,3,68673,79900,1
41,0,2,15,1,4,0,2,20,26,1,4,7217,3306,0,116910,85400,1
37,0,3,1,1,1,4,2,23,21,0,2,8701,4488,1,108950,64100,1
37,0,1,4,0,2,4,3,33,28,2,0,2463,3671,0,58277,84800,1
44,0,4,4,1,2,3,2,31,35,1,0,6427,2272,2,95490,81500,1
44,1,4,11,3,5,3,4,0,53,1,4,1774,1940,1,90359,39700,0
25,1,2,7,1,0,3,1,18,22,2,1,8750,170,3,111358,64300,1
44,1,0,9,3,3,1,4,33,28,1,1,2963,2464,4,102214,86000,1
32,1,3,7,2,1,0,4,30,31,2,1,6109,4911,4,97850,86200,1
41,0,1,13,1,3,3,1,1,53,2,0,995,1486,0,100815,44600,0
54,1,4,11,1,3,3,3,12,32,0,1,9285,4815,0,118371,61700,1
41,1,2,14,0,3,0,3,31,41,0,2,1083,2768,3,59825,98600,1
34,1,1,6,0,5,1,3,30,41,2,0,9173,1649,1,99053,82500,1
40,1,0,13,0,5,4,3,21,53,1,3,1421,2995,4,115739,82400,1
59,0,1,4,0,2,2,0,1,55,0,0,2105,3716,4,82783,34600,0
57,0,1,15,0,4,2,4,2,34,2,4,9753,464,2,85788,56700,1
21,0,2,10,2,4,3,3,13,24,1,2,2627,3309,0,128836,66600,1
30,0,2,13,0,0,3,4,32,48,2,4,3496,3613,1,106328,97800,1
42,1,1,14,2,4,3,0,13,52,0,2,7995,3727,4,119535,67800,1
55,0,0,14,0,3,4,0,23,46,0,2,8847,3718,0,101115,88400,1
40,0,3,1,2,0,4,0,9,35,2,0,8888,3548,4,55230,33900,0
53,1,2,3,2,0,2,4,18,40,1,2,5630,2887,4,84767,50500,1
47,1,3,6,1,5,2,4,1,42,0,0,9568,809,3,98020,31300,0
39,0,1,11,1,4,4,4,35,56,1,2,2866,2420,2,108336,102000,1
51,1,4,1,2,3,3,1,27,41,0,2,8258,4771,1,105266,57900,1
47,1,4,13,3,4,3,0,30,46,2,1,9670,3800,0,83160,86400,1
53,1,4,12,3,4,0,2,15,36,0,1,1780,4292,0,79202,70900,1
54,0,1,5,3,2,3,2,6,25,1,3,4331,1374,0,100512,34800,0
59,1,2,7,3,4,0,2,3,20,2,2,9661,700,2,59192,45300,0
35,1,4,14,3,4,2,3,11,42,0,2,9990,1546,0,106460,73800,1
52,0,2,8,2,4,3,1,26,23,2,4,1571,3757,0,80860,71000,1
32,0,2,10,2,2,0,0,17,54,1,3,2925,2222,1,63371,66000,1
34,1,2,5,3,2,2,2,36,30,2,1,1492,757,0,117903,91400,1
42,1,4,10,0,0,0,1,3,56,2,2,1916,4633,1,138090,45200,0
21,1,0,12,2,4,1,2,16,26,2,4,577,2518,3,76905,74000,1
41,0,3,11,0,1,4,4,5,46,2,0,4933,3233,0,55153,56900,1
40,1,0,14,1,5,3,1,13,35,2,4,5029,1034,1,68275,69600,1
20,0,0,10,2,0,2,0,27,38,0,3,8340,3759,1,108136,85000,1
42,0,3,9,3,5,3,4,14,36,1,2,6880,1552,3,142500,58800,1
37,0,4,4,2,0,3,0,21,46,0,3,1730,2765,1,121979,55700,1
28,1,0,2,1,3,0,3,10,24,1,3,3773,4507,2,127955,44000,0
24,0,1,6,2,4,1,4,8,56,0,1,5338,1802,1,144646,41400,0
56,0,4,15,3,0,0,2,14,20,0,1,3324,2992,1,77105,68900,1
55,1,3,9,0,4,3,3,29,29,1,2,2858,712,1,129919,84900,1
56,1,0,15,1,1,2,0,1,29,1,0,4006,4543,2,103825,54800,1
40,1,3,7,3,4,1,4,30,46,0,1,7926,1376,3,133621,78200,1
37,0,1,11,2,1,3,1,10,23,0,0,2262,1394,1,58239,63200,1
32,1,4,12,1,5,3,4,5,46,0,1,8063,1212,1,109496,47700,0
41,0,3,3,1,4,3,2,19,43,1,2,1420,113,0,133900,53300,1
22,0,0,1,3,4,4,0,5,49,2,3,6963,1287,3,128529,36800,0
57,1,2,15,0,5,1,1,14,55,0,0,2949,1838,0,94783,76200,1
39,1,2,11,2,0,0,0,37,20,1,4,4662,1370,4,94087,99500,1
54,0,2,14,3,3,4,2,3,46,2,1,9349,200,1,61824,50900,1
22,0,0,5,2,1,1,1,11,30,0,3,2037,3776,0,109608,49400,0
35,1,2,8,3,5,0,3,27,45,1,0,4870,4648,3,108078,80700,1
51,1,1,14,3,5,2,3,24,44,2,3,2486,1993,1,149863,84100,1
52,1,0,6,3,3,3,4,36,47,1,2,8760,927,4,82478,95400,1
20,0,4,1,3,4,4,3,31,25,2,1,8941,861,1,119935,69200,1
34,0,2,4,3,5,2,1,29,52,0,2,7613,1450,1,73152,74700,1
38,1,1,13,1,2,1,1,20,52,1,1,1835,4461,4,63975,85700,1
59,0,4,9,1,4,4,3,21,20,2,1,2117,519,2,148529,79400,1
31,1,2,11,2,5,1,1,1,23,2,1,4313,1404,0,74368,47200,0
34,0,3,6,3,2,3,0,9,39,1,2,4177,453,1,86822,52400,1
36,1,3,12,2,5,0,0,1,53,0,2,2299,2718,3,110902,47700,0
43,0,1,7,3,1,2,1,4,23,1,1,314,3120,4,105674,35700,0
58,0,1,12,1,4,0,2,23,28,1,4,855,2274,0,122136,86600,1
44,0,1,8,1,0,0,1,6,27,1,3,2874,4832,4,138910,45300,0
24,0,1,12,2,3,4,3,14,35,1,3,1086,4713,3,108938,65900,1
24,1,2,15,3,1,2,2,3,38,0,2,6307,4297,0,58597,56000,1
48,0,0,13,3,3,0,2,32,31,2,0,500,2959,0,106469,94200,1
39,0,4,8,2,0,2,4,18,24,0,4,7089,1442,3,65225,68500,1
48,0,2,1,2,1,2,1,27,55,1,1,9764,1664,4,138761,60700,1
38,1,4,5,0,4,4,1,34,48,2,1,4926,1351,3,144407,76100,1
27,0,1,7,1,2,3,1,18,29,1,3,9717,4942,2,71442,57100,1
28,1,0,15,3,5,2,4,5,58,1,0,2009,659,4,140297,55200,1
43,0,1,13,1,1,4,0,32,25,0,4,43,3556,3,124459,100400,1
52,0,0,6,0,5,2,3,15,41,2,1,7971,3327,0,126526,61900,1
48,0,4,14,3,2,0,1,15,24,1,1,1629,367,0,145896,67900,1
59,1,4,11,1,4,0,3,11,51,1,0,5176,3746,2,92613,68400,1
49,0,4,12,0,4,2,3,16,32,1,4,2077,6,2,96052,74300,1
28,1,1,7,2,3,0,4,0,59,0,4,1079,3057,3,61402,40300,0
43,1,0,2,2,2,1,4,30,50,0,0,2894,718,3,123788,71000,1
